epoch,mIoU,step,train/batches,train/device/batches_per_sec,train/device/samples_per_sec,train/samples,train/time,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step,validate/batches,validate/device/batches_per_sec,validate/device/samples_per_sec,validate/samples,validate/time
,,300,,,,,,,,,,300,4.938373861342279,4.938373861342279,300,63.056674448773265
,,799,,,,,,,,,0.16197596490383148,,,,,
,,800,,,,,,,,,0.860508143901825,,,,,
,,801,,,,,,,,,0.5370458364486694,,,,,
,,802,,,,,,,,,0.5910544991493225,,,,,
,,803,,,,,,,,,0.4977858066558838,,,,,
,,804,,,,,,,,,0.45100346207618713,,,,,
,,805,,,,,,,,,0.3940736949443817,,,,,
,,806,,,,,,,,,0.3181777000427246,,,,,
,,807,,,,,,,,,0.0955033153295517,,,,,
,,808,,,,,,,,,0.4543400704860687,,,,,
,,809,,,,,,,,,0.7347174286842346,,,,,
,,810,,,,,,,,,0.9031675457954407,,,,,
,,811,,,,,,,,,0.3792354166507721,,,,,
,,812,,,,,,,,,2.489454746246338,,,,,
,,813,,,,,,,,,1.1413646936416626,,,,,
,,814,,,,,,,,,2.63920521736145,,,,,
,,815,,,,,,,,,0.9040585160255432,,,,,
,,816,,,,,,,,,0.09351205080747604,,,,,
,,817,,,,,,,,,0.5748565196990967,,,,,
,,818,,,,,,,,,0.7479477524757385,,,,,
,,819,,,,,,,,,1.2780802249908447,,,,,
,,820,,,,,,,,,0.830857515335083,,,,,
,,821,,,,,,,,,0.6118350028991699,,,,,
,,822,,,,,,,,,0.7701764702796936,,,,,
,,823,,,,,,,,,0.6185832023620605,,,,,
,,824,,,,,,,,,0.9328194260597229,,,,,
,,825,,,,,,,,,0.48758071660995483,,,,,
,,826,,,,,,,,,0.5273925065994263,,,,,
,,827,,,,,,,,,0.2762276828289032,,,,,
,,828,,,,,,,,,0.39230674505233765,,,,,
,,829,,,,,,,,,0.28055718541145325,,,,,
,,830,,,,,,,,,0.4546801447868347,,,,,
,,831,,,,,,,,,0.36350587010383606,,,,,
,,832,,,,,,,,,0.4395896792411804,,,,,
,,833,,,,,,,,,0.46234413981437683,,,,,
,,834,,,,,,,,,0.280162513256073,,,,,
,,835,,,,,,,,,0.4584950804710388,,,,,
,,836,,,,,,,,,0.4541235864162445,,,,,
,,837,,,,,,,,,0.26342302560806274,,,,,
,,838,,,,,,,,,0.5220973491668701,,,,,
,,839,,,,,,,,,0.28514549136161804,,,,,
,,840,,,,,,,,,0.21943171322345734,,,,,
,,841,,,,,,,,,0.25725382566452026,,,,,
,,842,,,,,,,,,0.2142111212015152,,,,,
,,843,,,,,,,,,0.26314735412597656,,,,,
,,844,,,,,,,,,0.3626032769680023,,,,,
,,845,,,,,,,,,0.37951308488845825,,,,,
,,846,,,,,,,,,0.2602880895137787,,,,,
,,847,,,,,,,,,0.3619387745857239,,,,,
,,848,,,,,,,,,0.3305380046367645,,,,,
,,350,,,,,,,,,,350,4.955619271054387,4.955619271054387,350,73.40262305550277
,,849,,,,,,,,,0.3192233443260193,,,,,
,,850,,,,,,,,,0.2764667272567749,,,,,
,,851,,,,,,,,,0.2094218134880066,,,,,
,,852,,,,,,,,,0.7713114023208618,,,,,
,,853,,,,,,,,,0.252437025308609,,,,,
,,854,,,,,,,,,0.22264021635055542,,,,,
,,855,,,,,,,,,0.3432060480117798,,,,,
,,856,,,,,,,,,0.38522690534591675,,,,,
,,857,,,,,,,,,0.3180481195449829,,,,,
,,858,,,,,,,,,0.43389272689819336,,,,,
,,859,,,,,,,,,0.27992764115333557,,,,,
,,860,,,,,,,,,1.120834231376648,,,,,
,,861,,,,,,,,,0.34067994356155396,,,,,
,,862,,,,,,,,,0.2435287982225418,,,,,
,,863,,,,,,,,,0.17263150215148926,,,,,
,,864,,,,,,,,,0.6552068591117859,,,,,
,,865,,,,,,,,,0.2771466374397278,,,,,
,,866,,,,,,,,,0.579332172870636,,,,,
,,867,,,,,,,,,0.4455179274082184,,,,,
,,868,,,,,,,,,0.3864035904407501,,,,,
,,869,,,,,,,,,0.3019765615463257,,,,,
,,870,,,,,,,,,0.43318668007850647,,,,,
,,871,,,,,,,,,0.27367252111434937,,,,,
,,872,,,,,,,,,0.7284026145935059,,,,,
,,873,,,,,,,,,0.37040606141090393,,,,,
,,874,,,,,,,,,0.4423600137233734,,,,,
,,875,,,,,,,,,0.2888086438179016,,,,,
,,876,,,,,,,,,0.2397906482219696,,,,,
,,877,,,,,,,,,0.4762990176677704,,,,,
,,878,,,,,,,,,0.3960268795490265,,,,,
,,879,,,,,,,,,0.4082601070404053,,,,,
,,880,,,,,,,,,0.2700228989124298,,,,,
,,881,,,,,,,,,0.4733192026615143,,,,,
,,882,,,,,,,,,0.35041967034339905,,,,,
,,883,,,,,,,,,0.44932758808135986,,,,,
,,884,,,,,,,,,0.19601884484291077,,,,,
,,885,,,,,,,,,0.6933379173278809,,,,,
,,886,,,,,,,,,0.47033917903900146,,,,,
,,887,,,,,,,,,0.40107622742652893,,,,,
,,888,,,,,,,,,0.36614370346069336,,,,,
,,889,,,,,,,,,0.8167887926101685,,,,,
,,890,,,,,,,,,0.5496168732643127,,,,,
,,891,,,,,,,,,0.5640574097633362,,,,,
,,892,,,,,,,,,0.20123375952243805,,,,,
,,893,,,,,,,,,0.16359971463680267,,,,,
,,894,,,,,,,,,0.36653822660446167,,,,,
,,895,,,,,,,,,0.34861230850219727,,,,,
,,896,,,,,,,,,0.41171181201934814,,,,,
,,897,,,,,,,,,0.24626697599887848,,,,,
,,898,,,,,,,,,0.38190191984176636,,,,,
,,400,,,,,,,,,,400,4.947512448287435,4.947512448287435,400,83.53632386773825
,,899,,,,,,,,,0.17466573417186737,,,,,
,,900,,,,,,,,,0.3142956495285034,,,,,
,,901,,,,,,,,,0.11704256385564804,,,,,
,,902,,,,,,,,,0.30079665780067444,,,,,
,,903,,,,,,,,,0.4271516501903534,,,,,
,,904,,,,,,,,,0.525766909122467,,,,,
,,905,,,,,,,,,0.24364955723285675,,,,,
,,906,,,,,,,,,0.3166358768939972,,,,,
,,907,,,,,,,,,0.4501853287220001,,,,,
,,908,,,,,,,,,0.5033611059188843,,,,,
,,909,,,,,,,,,0.486078679561615,,,,,
,,910,,,,,,,,,0.42785629630088806,,,,,
,,911,,,,,,,,,0.427140474319458,,,,,
,,912,,,,,,,,,0.37132197618484497,,,,,
,,913,,,,,,,,,0.16741856932640076,,,,,
,,914,,,,,,,,,0.3546348810195923,,,,,
,,915,,,,,,,,,0.27394139766693115,,,,,
,,916,,,,,,,,,0.32607313990592957,,,,,
,,917,,,,,,,,,0.5533283352851868,,,,,
,,918,,,,,,,,,0.19612537324428558,,,,,
,,919,,,,,,,,,0.29914772510528564,,,,,
,,920,,,,,,,,,0.38507184386253357,,,,,
,,921,,,,,,,,,0.47192007303237915,,,,,
,,922,,,,,,,,,0.21990132331848145,,,,,
,,923,,,,,,,,,0.5870403051376343,,,,,
,,924,,,,,,,,,0.5568385124206543,,,,,
,,925,,,,,,,,,0.3514905571937561,,,,,
,,926,,,,,,,,,0.23533602058887482,,,,,
,,927,,,,,,,,,0.3544277548789978,,,,,
,,928,,,,,,,,,0.37356212735176086,,,,,
,,929,,,,,,,,,0.31610411405563354,,,,,
,,930,,,,,,,,,0.31012484431266785,,,,,
,,931,,,,,,,,,0.46729180216789246,,,,,
,,932,,,,,,,,,0.3443676233291626,,,,,
,,933,,,,,,,,,0.2678692638874054,,,,,
,,934,,,,,,,,,0.2908453643321991,,,,,
,,935,,,,,,,,,0.3552909195423126,,,,,
,,936,,,,,,,,,0.29174599051475525,,,,,
,,937,,,,,,,,,0.2952578663825989,,,,,
,,938,,,,,,,,,0.6298726797103882,,,,,
,,939,,,,,,,,,0.3413029611110687,,,,,
,,940,,,,,,,,,0.4620586931705475,,,,,
,,941,,,,,,,,,0.2450193613767624,,,,,
,,942,,,,,,,,,0.5162217617034912,,,,,
,,943,,,,,,,,,0.2545585632324219,,,,,
,,944,,,,,,,,,0.17365016043186188,,,,,
,,945,,,,,,,,,0.8754013776779175,,,,,
,,946,,,,,,,,,0.15153221786022186,,,,,
,,947,,,,,,,,,0.27203619480133057,,,,,
,,948,,,,,,,,,0.2741653025150299,,,,,
,,450,,,,,,,,,,450,4.860857621683433,4.860857621683433,450,94.01142225973308
,,949,,,,,,,,,0.3987104594707489,,,,,
,,950,,,,,,,,,0.3103512227535248,,,,,
,,951,,,,,,,,,0.9495843052864075,,,,,
,,952,,,,,,,,,0.43763723969459534,,,,,
,,953,,,,,,,,,0.5065654516220093,,,,,
,,954,,,,,,,,,0.8942626714706421,,,,,
,,955,,,,,,,,,0.3467633128166199,,,,,
,,956,,,,,,,,,0.7943335175514221,,,,,
,,957,,,,,,,,,0.41825512051582336,,,,,
,,958,,,,,,,,,0.4788934290409088,,,,,
,,959,,,,,,,,,0.5320798754692078,,,,,
,,960,,,,,,,,,0.6759228706359863,,,,,
,,961,,,,,,,,,0.2852516770362854,,,,,
,,962,,,,,,,,,0.3659133315086365,,,,,
,,963,,,,,,,,,0.33723580837249756,,,,,
,,964,,,,,,,,,0.5540504455566406,,,,,
,,965,,,,,,,,,0.7125402092933655,,,,,
,,966,,,,,,,,,0.41952720284461975,,,,,
,,967,,,,,,,,,0.632614016532898,,,,,
,,968,,,,,,,,,0.5564146637916565,,,,,
,,969,,,,,,,,,0.37196457386016846,,,,,
,,970,,,,,,,,,0.3236737549304962,,,,,
,,971,,,,,,,,,0.32062408328056335,,,,,
,,972,,,,,,,,,0.19980010390281677,,,,,
,,973,,,,,,,,,0.27365678548812866,,,,,
,,974,,,,,,,,,0.2782377600669861,,,,,
,,975,,,,,,,,,0.24103841185569763,,,,,
,,976,,,,,,,,,0.4396200180053711,,,,,
,,977,,,,,,,,,0.29782769083976746,,,,,
,,978,,,,,,,,,0.3405202329158783,,,,,
,,979,,,,,,,,,0.3059617280960083,,,,,
,,980,,,,,,,,,0.5817438364028931,,,,,
,,981,,,,,,,,,0.37184226512908936,,,,,
,,982,,,,,,,,,0.44441020488739014,,,,,
,,983,,,,,,,,,0.36162468791007996,,,,,
,,984,,,,,,,,,0.25968432426452637,,,,,
,,985,,,,,,,,,1.2066371440887451,,,,,
,,986,,,,,,,,,0.37718141078948975,,,,,
,,987,,,,,,,,,0.42523711919784546,,,,,
,,988,,,,,,,,,0.26599055528640747,,,,,
,,989,,,,,,,,,0.4213581085205078,,,,,
,,990,,,,,,,,,0.5364554524421692,,,,,
,,991,,,,,,,,,0.26730823516845703,,,,,
,,992,,,,,,,,,0.30866795778274536,,,,,
,,993,,,,,,,,,0.7566192150115967,,,,,
,,994,,,,,,,,,0.32356682419776917,,,,,
,,995,,,,,,,,,0.28883621096611023,,,,,
,,996,,,,,,,,,0.2886533737182617,,,,,
,,997,,,,,,,,,0.4358077943325043,,,,,
,,998,,,,,,,,,0.4561861455440521,,,,,
,,500,,,,,,,,,,500,4.822877065652598,4.822877065652598,500,104.25798936374485
,,999,,,,,,,,,0.24046999216079712,,,,,
9,0.31584975123405457,3709,,,,,,,,0.6003297567367554,,,,,,
9,,3709,,,,,,0.3746265769004822,,,,,,,,
10,,3749,3750,1.821341750924158e-05,0.00014570734007393263,30000,5490548.42294536,,,,,,,,,
10,,3749,,,,,,,0.3740757405757904,,,,,,,
10,,3799,3800,1.8213418414238898e-05,0.00014570734731391118,30400,5490565.386762055,,,,,,,,,
10,,3799,,,,,,,0.3082725703716278,,,,,,,
10,,3849,3850,2.9298657746034578,23.438926196827662,30800,5490582.552453527,,,,,,,,,
10,,3849,,,,,,,0.307173490524292,,,,,,,
10,,3899,3900,2.918383809843013,23.347070478744104,31200,5490599.654520802,,,,,,,,,
10,,3899,,,,,,,0.3436046540737152,,,,,,,
10,,3949,3950,2.9231977413108847,23.385581930487078,31600,5490616.760680525,,,,,,,,,
10,,3949,,,,,,,0.31841352581977844,,,,,,,
10,,3999,4000,2.9143477214157114,23.31478177132569,32000,5490633.981518833,,,,,,,,,
10,,3999,,,,,,,0.4256349503993988,,,,,,,
10,,4049,4050,2.9136866250072377,23.309493000057902,32400,5490651.090703394,,,,,,,,,
10,,4049,,,,,,,0.39027583599090576,,,,,,,
10,,4080,,,,,,0.36173123121261597,,,,,,,,
11,,4099,4100,2.7444665930758685,21.955732744606948,32800,5490670.400055634,,,,,,,,,
11,,4099,,,,,,,0.26406553387641907,,,,,,,
11,,4149,4150,2.736847223678797,21.894777789430375,33200,5490687.613676274,,,,,,,,,
11,,4149,,,,,,,0.3336702883243561,,,,,,,
11,,4199,4200,2.9092262646943525,23.27381011755482,33600,5490704.780014209,,,,,,,,,
11,,4199,,,,,,,0.3956229090690613,,,,,,,
11,,4249,4250,2.910895528782742,23.287164230261936,34000,5490721.968677593,,,,,,,,,
11,,4249,,,,,,,0.3763824701309204,,,,,,,
11,,4299,4300,2.9138627871903258,23.310902297522606,34400,5490739.107262516,,,,,,,,,
11,,4299,,,,,,,0.27880561351776123,,,,,,,
11,,4349,4350,2.91545129498407,23.32361035987256,34800,5490756.285525214,,,,,,,,,
11,,4349,,,,,,,0.25695157051086426,,,,,,,
11,,4399,4400,2.9059120265825076,23.24729621266006,35200,5490773.519913504,,,,,,,,,
11,,4399,,,,,,,0.3414178788661957,,,,,,,
11,,4449,4450,2.9128394331328247,23.302715465062597,35600,5490790.622923756,,,,,,,,,
11,,4449,,,,,,,0.3258689045906067,,,,,,,
11,,4451,,,,,,0.3541089594364166,,,,,,,,
12,,4499,4500,2.7266316386372065,21.813053109097652,36000,5490810.189130031,,,,,,,,,
12,,4499,,,,,,,0.5685304999351501,,,,,,,
12,,4549,4550,2.717661000013868,21.741288000110945,36400,5490827.39210091,,,,,,,,,
12,,4549,,,,,,,0.3442456126213074,,,,,,,
12,,4599,4600,2.908893675165198,23.271149401321583,36800,5490844.57309773,,,,,,,,,
12,,4599,,,,,,,0.4580499231815338,,,,,,,
12,,4649,4650,2.9071657090263847,23.257325672211078,37200,5490861.792159028,,,,,,,,,
12,,4649,,,,,,,0.4310026168823242,,,,,,,
12,,4699,4700,2.9061968054695915,23.24957444375673,37600,5490878.986237638,,,,,,,,,
12,,4699,,,,,,,0.2783522307872772,,,,,,,
12,,4749,4750,2.8973051563798777,23.178441251039022,38000,5490896.310050532,,,,,,,,,
12,,4749,,,,,,,0.4065486490726471,,,,,,,
12,,4799,4800,2.8836903506315497,23.069522805052397,38400,5490913.661996184,,,,,,,,,
12,,4799,,,,,,,0.20885677635669708,,,,,,,
12,,4822,,,,,,0.341948002576828,,,,,,,,
